Flight_Time_s,T_Climb_s,T_Hover_s,T_Dash_s,T_Loiter_s,T_Fig8_s,T_Land_s,Payload_kg,Wind_ms,Cruise_Alt_m,Avg_Speed_ms,SOC_Start,SOC_End,Battery_Consumed_Pct
1689,71,168,313,739,328,70,7.75923204,11,86,9.070958946,100,40.27002194,59.72997806
1822,48,178,280,950,323,43,5.936365809,18,97,7.971800525,100,50.39145718,49.60854282
1371,79,152,249,597,236,58,2.038414091,18,68,5.885458095,100,82.64410982,17.35589018
2061,67,134,368,992,451,49,5.417558575,10,60,10.32503966,100,48.14753691,51.85246309
1935,42,128,215,951,539,60,5.269796613,7,65,8.575996458,100,52.71135274,47.28864726
1491,61,129,378,605,252,66,4.297940037,9,66,9.785966022,100,69.14348595,30.85651405
1822,88,133,339,602,584,76,4.116446531,5,97,9.667496603,100,63.48107782,36.51892218
1920,49,140,262,847,557,65,4.378051625,12,66,10.07489325,100,59.63460338,40.36539662
1456,57,177,243,517,375,87,3.621852911,11,93,9.596123569,100,73.50837849,26.49162151
1598,55,166,266,830,205,76,5.203345749,8,70,8.102577359,100,61.33889418,38.66110582
1615,92,180,311,709,250,73,1.717784188,8,76,10.57723454,100,80.7964324,19.2035676
1700,59,196,300,870,205,70,3.284889827,16,95,7.218580842,100,71.23608432,28.76391568
1630,43,139,260,867,241,80,6.747962336,13,83,10.48306947,100,49.85017551,50.14982449
1630,67,167,372,749,219,56,4.960585006,6,92,7.918359314,100,62.16683272,37.83316728
1665,65,180,268,731,347,74,6.611513183,6,86,9.723090279,100,49.75333989,50.24666011
2109,87,173,353,879,538,79,5.7365495,10,83,8.01391569,100,44.2593107,55.7406893
1484,49,114,341,690,230,60,2.223836377,8,100,7.870217495,100,80.24901747,19.75098253
1840,57,102,218,899,485,79,6.692980783,17,65,9.431274904,100,43.84302874,56.15697126
1686,76,102,231,917,278,82,6.86520049,2,85,7.724001817,100,47.3789145,52.6210855
1623,46,197,286,542,487,65,5.862257572,2,73,10.08717669,100,56.21318331,43.78681669
1780,97,110,380,775,371,47,6.397906917,16,73,8.751952017,100,48.06306205,51.93693795
1606,76,164,225,748,324,69,4.407897159,11,70,9.735540588,100,66.07784551,33.92215449
1747,71,156,337,546,549,88,4.27510746,2,98,10.38115232,100,63.85906388,36.14093612
1807,86,158,327,639,536,61,6.998236284,17,63,8.566369145,100,42.47597995,57.52402005
1874,41,143,207,988,409,86,6.91753538,6,85,8.939611054,100,40.90597891,59.09402109
1702,94,121,200,941,294,52,7.24893954,6,75,10.57329246,100,43.76465514,56.23534486
1840,78,170,217,766,556,53,3.479409128,16,86,10.36940131,100,67.37208133,32.62791867
1635,77,172,256,706,345,79,6.95777198,10,69,7.419928623,100,48.30472068,51.69527932
1939,47,195,378,758,472,89,7.363451845,6,65,10.0094264,100,34.80420909,65.19579091
1839,48,145,315,896,368,67,6.389579833,16,65,8.355679736,100,46.35062822,53.64937178
1629,90,135,233,514,583,74,7.344031945,11,97,9.174554494,100,45.45240995,54.54759005
1755,44,177,217,865,379,73,7.60410785,13,95,8.927640061,100,39.11045413,60.88954587
1797,80,129,391,847,282,68,4.954420069,12,66,8.374973076,100,58.31469121,41.68530879
1910,41,100,319,805,568,77,5.12607499,14,96,10.35995068,100,54.22376338,45.77623662
1662,60,159,294,543,532,74,4.721234114,6,72,8.997650899,100,62.88851377,37.11148623
1815,51,152,259,731,571,51,7.80164317,5,70,8.116981742,100,35.50247619,64.49752381
1647,78,139,201,773,404,52,7.39294058,13,60,8.213668537,100,44.72079746,55.27920254
2026,84,165,333,970,414,60,6.971243341,2,61,10.28461616,100,35.41598085,64.58401915
1513,71,149,217,625,379,72,4.363474067,4,87,8.495466865,100,68.41806146,31.58193854
1616,54,107,260,907,230,58,7.95202876,17,89,9.896570053,100,41.35527869,58.64472131
2089,70,128,366,909,576,40,2.528167597,3,65,8.739916918,100,69.9077931,30.0922069
1818,63,142,328,894,308,83,1.547812003,3,86,7.515999473,100,79.66773924,20.33226076
1744,76,182,363,544,493,86,6.869662668,5,90,8.636064916,100,45.42062923,54.57937077
1692,52,111,329,554,594,52,1.959469896,6,78,8.734706898,100,78.79590044,21.20409956
1824,73,179,239,874,390,69,6.808519273,16,84,10.14013534,100,43.30840127,56.69159873
1774,41,188,360,662,468,55,2.051345988,7,70,9.386379321,100,77.20344881,22.79655119
1605,44,179,273,793,273,43,3.332742827,4,98,9.3106557,100,72.46937995,27.53062005
1583,51,165,200,641,456,70,6.874693936,7,66,9.637521204,100,50.47165467,49.52834533
1565,44,156,255,566,480,64,7.928183133,4,73,8.338737994,100,43.55135396,56.44864604
1953,66,167,310,805,546,59,2.157894498,5,67,8.913211257,100,74.18841891,25.81158109
1915,60,193,380,926,302,54,2.518529184,2,90,9.580339508,100,72.51725884,27.48274116
1654,86,139,291,566,504,68,6.059068984,10,91,10.65766084,100,53.860317,46.139683
1859,56,117,333,768,532,53,6.68737741,5,86,10.7924018,100,43.15282336,56.84717664
1896,48,170,303,771,524,80,4.302711382,10,67,7.535596448,100,60.83814392,39.16185608
1560,44,118,206,863,257,72,3.298108376,4,80,11.61450557,100,73.27738409,26.72261591
1754,55,173,232,961,289,44,5.180645323,8,92,8.2339601,100,57.70509272,42.29490728
1936,65,195,200,991,428,57,6.502085775,15,63,10.52728868,100,42.34730726,57.65269274
1843,61,133,386,878,315,70,3.448600566,4,82,10.40469316,100,67.52562132,32.47437868
1617,80,179,249,777,292,40,6.999990238,17,91,6.956856666,100,48.56326769,51.43673231
1949,85,180,382,988,248,66,1.641916122,8,91,7.436079404,100,77.58144405,22.41855595
1952,48,113,361,762,578,90,5.640648192,18,93,10.5762035,100,49.03273995,50.96726005
1689,48,142,301,662,474,62,3.912721201,5,76,8.357596033,100,67.57004952,32.42995048
1704,45,124,323,652,507,53,6.654652851,15,77,10.63117373,100,48.25473505,51.74526495
1698,93,139,292,604,503,67,3.427651554,11,61,10.53413396,100,70.19972765,29.80027235
1549,78,153,252,525,493,48,6.056485633,3,74,8.749258855,100,57.07229353,42.92770647
1350,51,193,209,620,203,74,3.186278412,11,71,9.450602692,100,77.55868252,22.44131748
1632,73,114,276,698,431,40,5.220706025,4,97,8.879545645,100,60.41977918,39.58022082
1526,68,104,277,681,315,81,7.559274603,3,83,10.92576421,100,47.46886954,52.53113046
1885,95,142,230,770,575,73,6.743111382,15,78,6.499282798,100,42.15964557,57.84035443
1535,51,129,292,673,327,63,3.183438524,16,76,8.765870712,100,74.51354896,25.48645104
1545,85,117,223,587,451,82,1.680388244,13,69,8.941441644,100,82.02011357,17.97988643
1775,92,152,295,945,226,65,2.577464335,14,80,8.536431699,100,74.14647667,25.85352333
1648,100,132,227,692,425,72,6.268188359,5,85,7.519582639,100,52.80090557,47.19909443
1787,82,118,361,757,419,50,3.547457259,4,82,7.887358604,100,68.06474806,31.93525194
1687,67,165,260,804,311,80,4.922182613,11,92,8.704932183,100,61.03973958,38.96026042
2135,97,195,291,906,572,74,7.701564872,9,92,9.675185128,100,24.46938961,75.53061039
1585,94,155,350,562,381,43,4.137021991,9,75,9.923662717,100,68.06665119,31.93334881
1291,89,183,238,512,222,47,6.073735673,17,87,9.342860392,100,64.10069224,35.89930776
1772,50,132,361,650,511,68,5.567991079,2,67,8.984436636,100,54.53135624,45.46864376
1750,47,113,225,968,309,88,6.249207363,15,82,8.340161075,100,50.00123708,49.99876292
1792,40,159,393,925,203,72,7.171450336,8,86,7.389325125,100,41.57507841,58.42492159
1595,43,138,345,547,467,55,2.241387499,11,74,9.964800247,100,78.48691901,21.51308099
1466,61,175,283,527,356,64,2.487037934,9,84,6.737769088,100,79.26963839,20.73036161
1674,52,124,356,809,257,76,3.473683212,15,93,7.442933326,100,70.55320578,29.44679422
1583,96,109,275,773,244,86,4.505504889,14,76,6.376475984,100,66.15547618,33.84452382
1812,81,148,261,758,483,81,7.385175683,12,85,6.972224254,100,39.11946053,60.88053947
2105,50,185,392,885,550,43,3.523464178,7,72,11.10719753,100,62.24662332,37.75337668
1781,78,172,261,632,567,71,3.606627838,12,86,9.606742433,100,67.61201748,32.38798252
1439,59,125,240,534,421,60,5.580031814,5,63,9.993563438,100,62.98842457,37.01157543
1561,43,144,308,567,416,83,4.666692766,8,90,7.57871803,100,65.60982156,34.39017844
1892,54,168,227,815,543,85,2.511459158,3,68,7.181917578,100,73.01394301,26.98605699
1915,67,116,280,961,405,86,4.661016256,13,74,8.967524698,100,57.76201102,42.23798898
1394,48,129,233,658,244,82,7.954741633,3,63,9.404749315,100,49.63142427,50.36857573
1733,48,187,255,766,409,68,2.918763271,14,99,8.809347709,100,72.78817241,27.21182759
1754,58,191,218,659,555,73,4.18720759,9,73,7.885532597,100,64.44577677,35.55422323
1692,62,180,219,976,200,55,4.580666062,4,88,10.53087826,100,63.06711123,36.93288877
1729,40,148,250,654,587,50,4.377812495,15,61,10.59684494,100,63.59717123,36.40282877
1537,79,112,216,830,210,90,2.966049841,11,81,8.182813017,100,75.60077661,24.39922339
1805,76,137,370,613,519,90,3.929926959,14,82,10.01015917,100,65.01342176,34.98657824
1692,63,104,317,782,342,84,6.117476338,13,71,9.540546882,100,52.59882037,47.40117963
1604,49,115,302,802,264,72,5.556101051,7,85,7.30664843,100,58.97751602,41.02248398
1586,96,140,276,797,227,50,6.584749878,6,94,7.204542227,100,52.48321013,47.51678987
1608,44,146,206,717,423,72,5.238459483,5,89,9.123817399,100,60.85790146,39.14209854
1622,63,140,265,778,318,58,6.114352907,4,61,9.717113378,100,54.62138759,45.37861241
1505,57,155,384,545,303,61,5.596456361,13,74,11.02024683,100,61.02488496,38.97511504
1867,66,172,384,945,254,46,7.346889067,5,83,9.879924925,100,37.31957893,62.68042107
1673,52,138,319,634,449,81,5.745056021,2,96,9.939340414,100,55.7045753,44.2954247
1933,41,158,369,779,536,50,6.240061999,13,64,9.786162754,100,44.80078174,55.19921826
1730,73,128,249,643,586,51,2.631135767,6,85,10.14027013,100,74.35151082,25.64848918
1426,72,182,342,521,258,51,2.832553639,9,82,7.858744745,100,78.10575592,21.89424408
1573,58,176,272,562,447,58,2.606837829,5,70,9.296816285,100,76.95943496,23.04056504
1926,80,120,392,833,417,84,1.945173861,16,74,8.384438181,100,75.92423895,24.07576105
1777,67,166,351,903,211,79,1.63908776,10,82,10.14871012,100,79.38412658,20.61587342
1431,55,131,260,521,411,53,1.994758075,6,83,8.68472661,100,81.93545497,18.06454503
1765,55,149,372,862,279,48,7.658832178,17,76,8.569023877,100,38.43804177,61.56195823
1531,69,146,303,636,292,85,7.104768032,13,75,7.296994646,100,50.66052434,49.33947566
1434,66,162,312,613,241,40,5.42367854,8,97,9.926380144,100,63.9582512,36.0417488
2048,54,174,378,930,439,73,3.597240408,15,62,9.892354806,100,62.80862091,37.19137909
1595,52,161,269,859,211,43,4.315690024,6,97,8.360969493,100,66.92500133,33.07499867
1613,96,114,283,640,439,41,2.070516444,7,98,8.527898505,100,79.23635826,20.76364174
1533,50,106,281,731,281,84,3.598736284,3,62,7.400091629,100,72.44707615,27.55292385
1483,77,102,264,732,239,69,1.649587991,17,84,6.795549505,100,82.99926903,17.00073097
1995,54,192,365,722,593,69,4.428200188,11,73,6.888738859,100,57.85945067,42.14054933
1948,79,162,294,789,565,59,6.768837876,9,69,9.289155544,100,39.83639955,60.16360045
1370,58,140,304,530,292,46,4.252911663,6,69,9.20213654,100,71.95937309,28.04062691
1904,45,198,331,731,546,53,7.286790461,2,64,8.884917807,100,36.77662164,63.22337836
1537,87,131,211,522,525,61,3.638339483,18,93,9.660788435,100,71.93915655,28.06084345
1588,54,138,254,608,454,80,4.900322461,17,75,8.284065995,100,63.54104212,36.45895788
1847,92,131,265,920,397,42,7.325665249,14,68,10.78772514,100,38.2457117,61.7542883
1661,93,128,332,616,449,43,4.273370508,6,91,9.050159523,100,65.77525661,34.22474339
1721,40,192,282,866,260,81,5.464804718,8,99,9.312390476,100,56.43727284,43.56272716
1666,82,116,200,781,419,68,6.556625998,14,97,9.549724602,100,50.18571907,49.81428093
1549,42,154,348,590,370,45,7.528711598,18,88,10.9895212,100,46.8010857,53.1989143
1446,65,174,379,512,255,61,6.570796978,11,72,10.15028008,100,56.65867308,43.34132692
1614,100,112,272,595,486,49,4.90884172,14,91,9.263713707,100,62.79669535,37.20330465
1299,75,119,301,525,222,57,1.610494344,2,100,10.52391369,100,85.01889648,14.98110352
1807,60,194,249,756,496,52,7.297855798,13,85,10.21653066,100,39.80599551,60.19400449
1340,62,127,253,613,200,85,4.998003743,17,94,10.07416717,100,68.6092537,31.3907463
1880,60,152,254,859,511,44,5.259736536,7,78,12.1608738,100,53.70478795,46.29521205
1597,63,134,212,353,761,74,2.825736711,12,69,8.391835472,100,75.50296176,24.49703824
1753,90,196,215,378,825,49,1.834471583,7,82,9.690715838,100,78.58385095,21.41614905
1619,46,114,334,328,749,48,6.087459822,12,69,10.83086458,100,54.80505852,45.19494148
1320,69,111,226,212,631,71,6.699847682,8,75,9.742545345,100,59.76092603,40.23907397
1876,55,172,339,355,899,56,5.650832959,16,76,11.45195573,100,50.81830721,49.18169279
1810,78,146,226,310,988,62,6.524932097,11,80,10.99331955,100,45.83447021,54.16552979
1586,48,200,303,277,700,58,2.221306606,5,84,7.25568417,100,78.90303607,21.09696393
1884,72,183,393,263,919,54,7.520954938,10,76,9.474624542,100,35.31614937,64.68385063
2012,81,172,292,384,996,87,2.111973404,7,60,7.187121232,100,73.95986622,26.04013378
1490,76,166,262,266,675,45,7.381994102,8,78,10.35391825,100,49.90258431,50.09741569
1911,47,196,288,376,946,58,3.806370441,11,71,10.07184112,100,63.77687078,36.22312922
1839,59,182,234,335,951,78,7.119570125,2,85,7.299228041,100,40.40128528,59.59871472
1592,41,164,211,234,874,68,3.833133525,8,69,7.288743024,100,69.97381586,30.02618414
1397,72,182,292,202,601,48,3.372553492,8,60,7.676649067,100,75.93957302,24.06042698
1832,63,190,378,279,870,52,6.168368097,4,75,8.4712408,100,48.29971967,51.70028033
1721,43,168,357,362,706,85,5.560434126,5,98,8.019144198,100,55.86233278,44.13766722
1639,99,184,268,323,721,44,1.593605451,7,84,9.003310034,100,81.2894727,18.7105273
1524,73,155,232,223,759,82,6.864394964,14,81,9.015519002,100,52.39810448,47.60189552
1924,94,191,300,306,964,69,4.755107424,4,67,10.1455316,100,56.66973113,43.33026887
1772,47,165,287,323,895,55,5.799065099,9,91,8.129772705,100,52.8175677,47.1824323
1839,88,166,309,277,929,70,6.930798949,8,61,9.119767962,100,41.92891704,58.07108296
1743,70,103,366,253,871,80,7.919884616,15,92,11.61582849,100,36.74465317,63.25534683
1467,87,133,321,236,635,55,5.729935043,6,87,8.894769462,100,61.39027474,38.60972526
1861,91,163,251,381,907,68,7.409715838,17,69,7.189201113,100,37.26272255,62.73727745
1860,84,168,383,365,820,40,3.892516161,7,96,8.735946961,100,64.3309065,35.6690935
1789,87,121,392,386,746,57,4.845928895,18,63,12.19612041,100,58.88711182,41.11288818
1775,80,160,245,343,890,57,6.157925119,15,88,9.021063923,100,49.93413528,50.06586472
1628,75,129,253,378,746,47,6.983503014,15,61,10.59262296,100,48.19942448,51.80057552
1596,74,163,300,211,806,42,5.730429545,18,98,9.119607301,100,57.86539385,42.13460615
1793,91,150,353,236,877,86,5.36537308,13,94,11.15638265,100,55.09967732,44.90032268
1807,95,147,383,265,877,40,4.282624778,2,66,10.39812694,100,62.56957444,37.43042556
1837,75,196,323,230,936,77,3.656788904,7,81,9.523335892,100,66.25221516,33.74778484
1585,56,162,220,334,739,74,2.548785013,7,64,8.245930354,100,77.19433084,22.80566916
1597,71,119,321,239,764,83,5.922781786,8,72,9.602463974,100,56.54692236,43.45307764
1504,43,138,248,245,743,87,7.516780766,8,77,8.283414677,100,48.69328924,51.30671076
1714,96,110,330,229,878,71,6.721044659,7,80,8.558240924,100,47.54988305,52.45011695
1765,76,125,331,212,977,44,6.686504873,18,61,7.802137206,100,46.36712248,53.63287752
1647,96,133,363,358,649,48,5.731822679,10,73,9.897177905,100,56.47645186,43.52354814
1792,85,195,384,244,804,80,5.96766319,13,77,7.816154222,100,50.99286893,49.00713107
1533,73,175,282,302,651,50,5.513047642,11,81,8.765884835,100,60.95986899,39.04013101
1717,55,110,309,288,877,78,4.424777905,6,72,10.0097267,100,63.58697514,36.41302486
1838,82,171,332,356,832,65,5.188187094,5,76,9.286968738,100,55.50371796,44.49628204
1746,78,103,384,294,808,79,4.054170256,6,96,10.29457817,100,65.36985271,34.63014729
1542,99,170,332,265,607,69,5.568903281,7,73,8.443181837,100,60.41928771,39.58071229
1751,44,117,344,217,968,61,3.220827842,5,61,10.50488721,100,70.61052786,29.38947214
1577,64,143,285,244,799,42,5.21893674,16,63,10.23226948,100,61.64706101,38.35293899
1438,49,100,249,269,693,78,1.819429236,16,83,11.33514985,100,82.37141522,17.62858478
1833,91,121,387,394,750,90,4.414881095,6,69,8.275181622,100,61.3562884,38.6437116
1826,88,167,294,389,837,51,6.446223556,11,65,8.519238559,100,46.30613895,53.69386105
1873,54,194,296,377,912,40,3.584178563,14,88,11.2266353,100,65.79892713,34.20107287
1514,67,132,257,299,672,87,5.957689626,16,91,8.195910723,100,58.72184036,41.27815964
1717,89,146,318,295,821,48,5.344510036,2,98,8.895523753,100,57.37221067,42.62778933
1552,85,120,207,237,831,72,2.506209952,9,84,10.42263796,100,77.63775635,22.36224365
1904,58,179,287,310,995,75,5.637627062,17,74,7.443355798,100,50.59547243,49.40452757
1631,88,130,322,292,717,82,2.12377795,17,99,8.338694541,100,78.68750397,21.31249603
1938,98,176,216,388,990,70,1.95830274,6,83,7.798817435,100,75.79658138,24.20341862
1382,76,166,270,210,618,42,3.649228518,17,99,7.050174515,100,74.85185808,25.14814192
1726,94,198,399,269,717,49,1.601891042,18,62,8.52548592,100,80.2500665,19.7499335
1683,87,143,269,211,928,45,6.167121697,5,90,9.534895946,100,52.42427427,47.57572573
1550,66,197,365,202,656,64,3.287775292,18,60,10.27256464,100,73.51199881,26.48800119
1724,42,142,215,263,979,83,3.404428266,9,83,10.6953004,100,69.72616985,30.27383015
1638,54,120,243,396,753,72,4.983243328,7,67,10.10138639,100,61.62914072,38.37085928
1687,58,123,367,287,803,49,3.008444467,16,61,8.939707555,100,73.03768646,26.96231354
1395,81,117,247,287,610,53,7.394236578,18,66,10.79010649,100,53.06079789,46.93920211
1687,43,162,338,259,829,56,3.532500953,11,100,9.85681635,100,69.81336453,30.18663547
1699,73,185,208,266,884,83,3.875734277,13,93,8.531137464,100,67.54010379,32.45989621
1887,86,161,394,355,829,62,7.965937306,9,80,7.892209426,100,31.33437701,68.66562299
1659,83,136,344,400,633,63,6.390512851,3,71,8.501451951,100,51.66344373,48.33655627
1700,76,120,332,340,784,48,6.213607965,17,63,9.026909378,100,51.73106449,48.26893551
1695,85,181,209,283,890,47,5.374353382,7,77,8.107230438,100,57.81527328,42.18472672
1481,64,149,324,214,657,73,3.104417473,16,85,9.470203468,100,75.77722136,24.22277864
1586,43,167,296,299,725,56,2.274357537,2,68,9.893365123,100,78.38441221,21.61558779
1495,97,104,232,288,730,44,4.427188056,14,97,7.37915193,100,68.45837038,31.54162962
1592,68,162,361,312,609,80,4.097133336,13,93,8.930251546,100,68.23985891,31.76014109
1542,53,109,248,381,687,64,6.848923737,13,71,8.059554232,100,52.05418405,47.94581595
1668,88,194,294,261,776,55,2.759585874,9,97,9.803389678,100,74.58707506,25.41292494
1403,83,168,272,218,603,59,2.40185801,4,71,9.593117374,100,80.27568379,19.72431621
1580,78,165,238,361,678,60,4.407359367,3,92,9.479960722,100,66.61978473,33.38021527
1852,60,199,295,350,868,80,3.269335348,2,69,9.617726383,100,68.54379373,31.45620627
1755,48,186,387,313,759,62,3.345448341,14,71,8.188110578,100,69.926975,30.073025
1905,47,146,349,335,950,78,3.190279439,2,88,11.91806927,100,67.91687166,32.08312834
1567,50,100,331,274,750,62,3.286311951,7,85,8.885043345,100,73.43473488,26.56526512
1798,82,181,371,223,863,78,3.450745004,10,81,7.360926476,100,68.54886253,31.45113747
1703,99,120,397,322,699,66,5.433269949,2,88,8.92660869,100,57.15359074,42.84640926
1454,97,141,202,262,662,90,3.189148678,3,89,7.78731077,100,75.89425896,24.10574104
1734,72,187,270,280,839,86,5.043918869,6,78,10.10889402,100,58.90014076,41.09985924
1576,59,109,288,205,870,45,1.774088213,8,65,9.540471186,100,81.17212699,18.82787301
1500,74,125,346,269,631,55,4.946050001,12,68,10.24434546,100,65.183242,34.816758
1764,52,197,283,246,928,58,1.650937784,4,72,11.22924859,100,79.29284568,20.70715432
1940,74,194,320,398,905,49,6.35988177,16,80,7.816771967,100,43.61587609,56.38412391
1551,47,123,236,335,730,80,5.660988619,16,81,9.018327576,100,59.59112629,40.40887371
1830,96,126,367,235,952,54,2.998617646,13,82,10.62147941,100,70.45652285,29.54347715
1488,95,110,227,372,607,77,6.743654099,5,94,9.953782298,100,54.24716327,45.75283673
1592,92,193,238,210,819,40,2.255432923,10,93,8.277500663,100,78.5658866,21.4341134
1546,88,184,312,200,700,62,7.405538624,13,93,9.900243691,100,47.7738363,52.2261637
1600,54,114,244,364,751,73,7.189014755,3,77,7.846781155,100,47.78176118,52.21823882
1592,58,129,382,299,683,41,4.272127265,12,98,11.01454787,100,67.03236772,32.96763228
1603,69,182,287,372,603,90,3.46521356,18,66,10.3192043,100,71.62129303,28.37870697
1758,84,124,216,371,875,88,1.717856664,4,71,8.997764318,100,79.30426781,20.69573219
1523,63,139,320,204,755,42,4.975697021,17,100,8.292332074,100,64.56524758,35.43475242
1697,68,173,323,381,701,51,4.88254089,3,88,9.408253999,100,61.01674545,38.98325455
1629,100,196,267,231,767,68,6.765841814,13,69,10.02898396,100,49.68743782,50.31256218
1852,50,180,378,228,976,40,7.133590766,17,61,10.21310317,100,39.68695012,60.31304988
1842,42,176,265,304,981,74,1.572590503,5,77,9.03248777,100,79.11990791,20.88009209
1670,73,125,215,318,870,69,5.720919037,13,79,9.417938478,100,56.01029642,43.98970358
1494,48,103,291,313,692,47,4.572006413,7,81,11.53721853,100,67.33610466,32.66389534
1582,59,184,332,318,607,82,3.801458319,10,87,9.441858299,100,70.14500757,29.85499243
1708,78,104,340,251,877,58,6.962732905,7,64,8.621103275,100,45.96614937,54.03385063
1581,59,175,258,224,806,59,2.943922464,17,82,6.954275821,100,75.16241761,24.83758239
1851,84,104,361,281,932,89,3.396815296,12,100,10.0647257,100,67.75905845,32.24094155
1839,60,189,267,359,922,42,1.850381505,15,77,9.765405792,100,77.49362461,22.50637539
1804,85,174,289,370,798,88,7.773745679,9,76,10.00489234,100,35.94600791,64.05399209
1586,81,187,299,257,673,89,2.364789792,6,92,6.866624334,100,78.17537844,21.82462156
1589,50,168,381,270,640,80,7.677297688,13,91,7.084312805,100,44.52767,55.47233
1841,71,175,284,348,875,88,5.967717845,13,79,9.654905819,100,49.5245959,50.4754041
1408,68,131,245,223,653,88,3.724955607,8,72,8.577075336,100,73.92223961,26.07776039
1697,46,159,317,304,782,89,6.363388575,7,80,8.144825028,100,50.72805887,49.27194113
1505,45,158,375,241,637,49,5.136048837,12,67,9.518713473,100,63.93577374,36.06422626
1918,47,168,336,386,932,49,6.260735886,12,87,9.775922133,100,44.97001994,55.02998006
1522,51,139,231,367,660,74,2.797548518,5,98,7.482288413,100,76.83431449,23.16568551
1624,88,136,205,243,885,67,1.596785053,4,90,7.293826485,100,81.58535931,18.41464069
1430,42,111,215,322,693,47,6.302431763,3,95,8.967960747,100,58.87874232,41.12125768
1942,70,149,373,394,904,52,7.546958698,12,81,8.630035679,100,33.09679661,66.90320339
1739,41,194,297,359,783,65,6.435485391,11,87,10.74776717,100,48.72765108,51.27234892
1876,87,183,362,251,921,72,7.296519008,16,77,8.582414822,100,37.61966723,62.38033277
1735,96,160,319,348,749,63,3.97699895,9,69,8.705053754,100,66.26078577,33.73921423
1655,80,120,202,353,827,73,7.536620429,9,80,9.493462366,100,43.20135301,56.79864699
1457,79,168,211,245,667,87,6.273146305,17,86,9.063823764,100,58.20701008,41.79298992
1906,55,168,330,341,935,77,5.87686286,13,81,7.714766624,100,48.58096862,51.41903138
1791,47,175,263,237,993,76,5.294352113,17,60,10.47254081,100,55.73217697,44.26782303
1733,52,153,362,271,819,76,5.940928825,13,93,9.17233886,100,52.71221604,47.28778396
1584,87,179,275,230,741,72,5.684419842,2,68,7.391285818,100,58.64530274,41.35469726
1595,50,111,254,263,843,74,2.106586729,14,98,9.105925296,100,79.23275819,20.76724181
1570,40,104,236,240,888,62,7.956194888,14,100,9.609964671,100,43.04231953,56.95768047
1488,63,109,252,267,750,47,4.033635662,16,94,8.894952407,100,70.77494441,29.22505559
1765,41,170,203,337,952,62,3.32796514,15,72,8.841749783,100,69.82979876,30.17020124
1411,60,123,309,221,654,44,5.309264827,5,85,11.16864401,100,65.05001055,34.94998945
1777,61,186,252,369,833,76,6.782136508,10,72,9.671016129,100,44.97936914,55.02063086
1423,93,102,268,284,632,44,1.560280468,5,74,8.805927601,100,83.93606732,16.06393268
1505,92,180,201,384,607,41,7.35221654,18,62,8.35926247,100,49.78687599,50.21312401
1474,44,106,332,269,651,72,4.999692213,10,89,8.24791398,100,65.64609781,34.35390219
1669,48,125,276,399,736,85,6.734237435,6,90,9.415933741,100,48.78050528,51.21949472
1656,87,102,210,265,920,72,2.930007038,18,69,10.06078636,100,73.85802119,26.14197881
1503,50,134,213,331,697,78,2.528623289,12,100,9.472147993,100,78.26982999,21.73017001
1543,43,110,214,381,725,70,4.222298115,2,72,7.568359288,100,68.66509533,31.33490467
1777,48,117,388,206,952,66,7.685164936,14,75,11.42017835,100,37.58982619,62.41017381
1780,54,143,366,230,903,84,4.409268261,7,93,10.10718411,100,62.32152044,37.67847956
1607,71,107,211,327,847,44,5.206733773,16,80,10.00662976,100,61.02327693,38.97672307
1441,82,127,284,273,632,43,5.040359161,16,84,8.06241007,100,66.1521898,33.8478102
1528,85,183,279,227,678,76,5.90604448,5,64,8.482235594,100,58.61960509,41.38039491
1589,88,84,462,434,434,87,1.889022506,8,87,9.233619598,100,80.46121465,19.53878535
1888,95,72,562,482,595,82,7.717773792,7,68,9.759058127,100,33.41392943,66.58607057
1604,60,88,420,476,507,53,2.896846848,2,89,8.294068067,100,75.04137006,24.95862994
1807,71,118,469,515,584,50,7.422707182,11,88,9.011968363,100,38.87585465,61.12414535
1675,54,61,573,422,519,46,2.39913016,9,93,11.7482301,100,76.40550002,23.59449998
1792,95,66,562,438,558,73,5.544371137,14,84,10.58181082,100,54.01882891,45.98117109
1795,47,70,596,471,528,83,7.557879292,5,91,9.15556315,100,38.18172081,61.81827919
1723,71,90,478,455,576,53,6.226594602,8,70,9.362434822,100,50.99167696,49.00832304
1787,54,101,467,594,510,61,5.084526116,18,82,8.240455575,100,57.66907963,42.33092037
1819,63,116,430,599,540,71,5.484749986,15,83,8.682359104,100,53.8478865,46.1521135
1709,51,108,427,475,595,53,1.688475154,11,66,8.405785552,100,80.10332031,19.89667969
1645,69,64,436,456,560,60,5.4479557,12,64,10.45374345,100,58.47497637,41.52502363
1801,96,81,432,594,537,61,2.46179179,14,93,9.674350226,100,74.4711845,25.5288155
1776,78,83,571,558,442,44,3.756074845,5,84,7.552967116,100,66.98749714,33.01250286
1877,75,119,513,483,597,90,3.954857499,3,87,10.91368925,100,63.37709471,36.62290529
1598,97,117,439,430,449,66,6.320272228,13,96,9.514399823,100,53.81866617,46.18133383
1670,54,81,442,553,500,40,1.565947376,3,62,9.417368272,100,81.0877723,18.9122277
1813,86,84,549,507,499,88,7.225415049,4,87,9.093753052,100,40.27699602,59.72300398
1737,70,63,514,476,574,40,6.593463051,14,83,9.262914576,100,47.80645289,52.19354711
